Task ID	Locality	Task	Information	Requirements	Pts	Comp%
458	Kandarin: Ardougne	Throw 100,000,000 gold coins into the Whirlpool at the Deep Sea Fishing platform.	Throw 100,000,000 gold coins into the Whirlpool at the Deep Sea Fishing platform.	68 Fishing	150	<0.1%
572	Karamja	Collect 5 seaweed from anywhere on Karamja.	Collect 5 seaweed from anywhere on Karamja.	N/A	10	43.5%
573	Karamja	Fill up Luthas' crate near the Musa Point plantation with bananas and receive 30 coins for your work.	Fill up Luthas' crate near the Banana plantation with bananas and talk to him to receive 30 coins for your work.	N/A	10	39.4%
574	Karamja	Claim a ticket from Brimhaven Agility Arena.	Claim a ticket from Brimhaven Agility Arena.	1 Agility	10	23.9%
575	Karamja	Kill a snake.	Kill a snake.	N/A	10	49.1%
576	Karamja	Catch a Karambwanji.	Catch a raw karambwanji.	5 Fishing	10	21.2%
577	Karamja	Be assigned a Slayer task in Shilo Village.	Be assigned a Slayer task in Shilo Village.	100 Combat, 50 Slayer	10	4.4%
578	Karamja	Defeat a Greater Demon on Karamja.	Defeat a greater demon on Karamja.	N/A	10	27.2%
579	Karamja	Pick a pineapple on Karamja.	Pick a pineapple on Karamja from the pineapple plants near the lodestone.	N/A	10	43.4%
580	Karamja	Enter the Brimhaven Dungeon.	Enter the Brimhaven Dungeon.	875 coins	10	48.1%
581	Karamja	Cross the spiky pit using the stepping stones within Brimhaven Dungeon.	Cross the spiky pit using the stepping stones within Brimhaven Dungeon.	12 Agility	10	37.3%
582	Karamja	Complete the task set: Easy Karamja.	Complete the Easy Karamja achievements.	Achievement: Easy Karamja	30	9.2%
583	Karamja	Craft 50 Nature runes.	Craft 50 nature runes.	44 Runecrafting	30	9.9%
584	Karamja	Catch a salmon on Karamja.	Catch a salmon on Karamja.	30 Fishing	30	4.5%
585	Karamja	Get Stiles to exchange some of your fish for bank notes.	Get Stiles to exchange some of your fish for bank notes.	N/A	30	23.8%
586	Karamja	Convert 100 gleaming memories in an energy rift.	Convert 100 gleaming memories in an energy rift.	50 Divination	30	21.2%
587	Karamja	Mine a drakolith rock in the Tai Bwo Wannai mine.	Mine a drakolith rock in the Tai Bwo Wannai mine.	60 Mining	30	33.8%
588	Karamja	Mine a ruby from a gem rock in Shilo Village.	Mine a ruby from a gem rock in Shilo Village.	30 Mining	30	5.4%
589	Karamja	Enter the Hardwood Grove in Tai Bwo Wannai.	Enter the Hardwood Grove in Tai Bwo Wannai.	Completion of Jungle Potion	30	3.5%
590	Karamja	Complete the quest: Dragon Slayer.	Complete Dragon Slayer.	Quest: Dragon Slayer	30	22.9%
591	Karamja	Check a grown banana tree on Karamja.	Check a grown banana tree on Karamja.	33 Farming	30	9%
592	Karamja	Defeat a TzHaar.	Defeat a TzHaar.	N/A	30	36%
593	Karamja	Equip an Obsidian cape.	Equip an obsidian cape.	N/A	30	2.2%
594	Karamja	Kill a metal dragon in Brimhaven Dungeon.	Kill a metal dragon in Brimhaven Dungeon.	N/A	30	12.6%
595	Karamja	Catch 25 lobsters on Karamja.	Catch 25 lobsters on Karamja.	40 Fishing	30	38.9%
596	Karamja	Equip a Toktz-Ket-Xil.	Equip a Toktz-Ket-Xil.	60 Defence	30	0.8%
597	Karamja	Equip a Tzhaar-Ket-Om.	Equip a Tzhaar-Ket-Om.	60 Strength	30	0.7%
598	Karamja	Equip a Toktz-Xil-Ak.	Equip a Toktz-Xil-Ak.	60 Attack	30	0.4%
599	Karamja	Equip a Toktz-Xil-Ek.	Equip a Toktz-Xil-Ek.	60 Attack	30	0.4%
600	Karamja	Complete the task set: Medium Karamja.	Complete the Medium Karamja achievements.	Achievement: Medium Karamja	30	<0.1%
601	Karamja	Use the stepping stone across the river in Shilo village.	Use the stepping stones Agility Shortcut in Shilo Village.	74 Agility	80	0.4%
602	Karamja	Equip a full set of Obsidian armour.	Equip a full set of obsidian armour.	60 Defence, 80 Smithing	80	0.1%
603	Karamja	Equip a Red Topaz Machete.	Equip a red topaz machete.	N/A	80	0.4%
604	Karamja	Find a Gout Tuber.	Find a gout tuber.	10 Woodcutting	80	0.1%
605	Karamja	Defeat TzTok-Jad.	Defeat TzTok-Jad once.	N/A	80	7.3%
606	Karamja	Defeat TzTok-Jad. (25 times)	Defeat TzTok-Jad 25 times.	N/A	80	0.1%
607	Karamja	Use your fire cape on TzTok-Jad before defeating them.	Use your fire cape on TzTok-Jad before defeating them.	N/A	80	0.4%
608	Karamja	Equip a Fire Cape.	Equip a fire cape.	N/A	80	7.2%
609	Karamja	Defeat TokHaar-Hok in the Fight Cauldron minigame using only obsidian equipment.	Defeat TokHaar-Hok in the Fight Cauldron minigame using only obsidian equipment.	60 Defence	80	<0.1%
610	Karamja	Repair the fairy ring inside the Kharazi jungle.	Repair the fairy ring inside the Kharazi jungle.	Partial completion of Legends' Quest	80	<0.1%
611	Karamja	Access the Gemstone cavern.	Access the gemstone cavern.	Hard Karamja achievements	80	0.1%
612	Karamja	Catch a Draconic jadinko at Herblore Habitat.	Catch a draconic jadinko at Herblore Habitat.	80 Hunter	80	<0.1%
613	Karamja	Craft a Bolas.	Craft a bolas.	87 Fletching, 80 Slayer	80	0.1%
614	Karamja	Complete the task set: Hard Karamja.	Complete the Hard Karamja achievements.	Achievement: Hard Karamja	80	<0.1%
615	Karamja	Collect 60 Agility Arena tickets from the Brimhaven Agility Arena.	Receive 60 Agility Arena tickets	N/A	80	0.7%
617	Karamja	Defeat TzTok-Jad in less than 45:00.	Defeat TzTok-Jad in less than 45:00.	N/A	80	6.9%
618	Karamja	Complete the Fight Kiln.	Complete the Fight Kiln.	Completion of The Elder Kiln	80	0.9%
620	Karamja	Equip a TokHaar-Kal-Ket.	Equip a TokHaar-Kal-Ket.	Completion of The Elder Kiln	80	0.7%
621	Karamja	Equip a TokHaar-Kal-Xil.	Equip a TokHaar-Kal-Xil.	Completion of The Elder Kiln	80	<0.1%
622	Karamja	Equip a TokHaar-Kal-Mej.	Equip a TokHaar-Kal-Mej.	Completion of The Elder Kiln	80	<0.1%
623	Karamja	Equip a TokHaar-Kal-Mor.	Equip a TokHaar-Kal-Mor.	Completion of The Elder Kiln	80	0.1%
624	Karamja	Complete the Fight Kiln and collect an uncut onyx.	Complete the Fight Kiln and collect an uncut onyx.	Completion of The Elder Kiln	80	0.1%
629	Karamja	Complete all TzTok-Jad combat achievements.	Complete all TzTok-Jad combat achievements.	Achievement: TzTok-Jad	80	<0.1%
616	Karamja	Purchase an uncut onyx from Tzhaar-Hur-Lek's ore and gem store.	Purchase an uncut onyx from TzHaar-Hur-Lek's Ore and Gem Store.	N/A	150	<0.1%
619	Karamja	Defeat the Har-Aken. (10 times)	Defeat Har-Aken 10 times.	Completion of The Elder Kiln	150	<0.1%
625	Karamja	Defeat 10 gemstone dragons inside the Gemstone cavern.	Defeat 10 gemstone dragons inside the Gemstone cavern.	95 Slayer	150	<0.1%
626	Karamja	Equip a piece of Gemstone armour.	Equip a piece of gemstone armour.	95 Slayer, 80 Defence, 80 Smithing	150	<0.1%
627	Karamja	Complete the task set: Elite Karamja.	Complete the Elite Karamja achievements.	Achievement: Elite Karamja	150	<0.1%
628	Karamja	Complete all Har-Aken combat achievements.	Complete all Har-Aken combat achievements.	Achievement: Har-Aken	150	<0.1%
0	Misthalin: Lumbridge	Progress through the Leagues tutorial to unlock your first relic.	Progress through the Leagues tutorial to unlock your first relic.	N/A	10	100%
2	Misthalin: Draynor Village	Climb to the top of the Wizards' Tower.	Climb to the top of the Wizards' Tower.	N/A	10	78.8%
3	Misthalin: Draynor Village	Have Ned make you some rope from balls of wool.	Have Ned make you some rope from 4 balls of wool.	N/A	10	53%
4	Misthalin: Draynor Village	Siphon from a fire essling in the Runespan.	Siphon from a fire essling in the Runespan.	14 Runecrafting	10	45.3%
5	Misthalin: Draynor Village	Convert at least one pale memory into energy.	Convert at least one pale memory into energy.	1 Divination	10	68.7%
15	Misthalin: Edgeville	Kill a mugger near the Edgeville lodestone.	Kill a mugger near the Edgeville lodestone.	N/A	10	71.7%
16	Misthalin: Edgeville	Mine some coal in the centre of Barbarian village.	Mine some coal in the centre of Barbarian Village.	20 Mining	10	69.1%
22	Misthalin: Fort Forinthry	Use the bank in the workshop at Fort Forinthry.	Use the bank in the workshop at Fort Forinthry.	N/A	10	52.4%
27	Misthalin: Lumbridge	Kill a giant rat in Lumbridge Swamp.	Kill a giant rat in Lumbridge Swamp.	N/A	10	90.9%
28	Misthalin: Lumbridge	Kill a goblin in Lumbridge.	Kill a goblin in Lumbridge.	N/A	10	94.7%
29	Misthalin: Lumbridge	Kill a giant spider in Lumbridge or Lumbridge Swamp.	Kill a giant spider in Lumbridge or Lumbridge Swamp.	N/A	10	90.9%
30	Misthalin: Lumbridge	Milk a cow.	Milk a cow.	A bucket	10	88.2%
32	Misthalin: Lumbridge	Talk to Hans and find out how old you are.	Talk to Hans and find out how old you are.	N/A	10	90.7%
33	Misthalin: Lumbridge	Complete the quest: The Blood Pact.	Complete The Blood Pact.	Quest: The Blood Pact	10	79%
35	Misthalin: Draynor Village	Catch some shrimp in the fishing spot to the east of Lumbridge Swamp.	Catch some shrimp in the fishing spot to the east of Lumbridge Swamp.	1 Fishing	10	84.8%
36	Misthalin: Lumbridge	Smelt a steel bar in the furnace in Lumbridge.	Smelt a steel bar in the furnace in Lumbridge.	20 Smithing	10	63.1%
37	Misthalin: Lumbridge	Cook some rat meat on a fire in Lumbridge Swamp.	Cook some rat meat on a campfire in Lumbridge Swamp.	1 Cooking	10	87.3%
38	Misthalin: Lumbridge	Mine iron ore from the mining site south-west of Lumbridge Swamp.	Mine iron ore from the mining site south-west of Lumbridge Swamp.	10 Mining	10	84.7%
39	Misthalin: Lumbridge	Craft a water rune at the Water Altar.	Craft a water rune at the Water altar.	5 Runecrafting	10	44.7%
40	Misthalin: Lumbridge	Complete a task from Jacquelyn, the Lumbridge Slayer master.	Complete a task from Jacquelyn, the Lumbridge Slayer master.	1 Slayer	10	79%
41	Misthalin: Lumbridge	Fill a Charmed Sack with corruption at the Nexus in Lumbridge Swamp.	Fill a charmed sack with corruption at the Nexus in Lumbridge Swamp.	1 Prayer	10	78.4%
61	Misthalin: Draynor Village	Complete the quest: Necromancy!.	Complete Necromancy!	Quest: Necromancy!	10	70.2%
62	Misthalin: City of Um	Upgrade a piece of Death Skull or Deathwarden equipment to tier 20.	Upgrade a piece of death skull or deathwarden equipment to tier 20.	20 Necromancy, 15 Smithing or 15 Crafting	10	27.3%
63	Misthalin: City of Um	Craft some spirit or bone runes.	Craft some spirit or bone runes.	1 Runecrafting	10	24.1%
64	Misthalin: City of Um	Complete a Lesser Necroplasm ritual.	Complete a Lesser Necroplasm ritual.	5 Necromancy	10	47.1%
65	Misthalin: City of Um	Conjure a skeleton at the City of Um ritual site.	Conjure a Skeleton Warrior at the Um ritual site.	2 Necromancy	10	45.1%
66	Misthalin: City of Um	Conjure a zombie at the City of Um ritual site.	Conjure a Putrid Zombie at the Um ritual site.	40 Necromancy	10	7.8%
67	Misthalin: City of Um	Conjure a ghost at the City of Um ritual site.	Conjure a Vengeful Ghost at the Um ritual site.	40 Necromancy	10	9.2%
94	Misthalin: Varrock	Kill a dark wizard.	Kill a dark wizard.	N/A	10	79.1%
95	Misthalin: Varrock	Enter the Earth Altar using an earth tiara or talisman.	Enter the earth altar using an earth tiara or talisman.	1 Runecrafting	10	35%
96	Misthalin: Varrock	Have Elsie tell you a story.	Have Elsie tell you a story, she is found upstairs in the church in Varrock. You must give her a cup of tea	A cup of tea	10	60.3%
97	Misthalin: Varrock	Give a bone to one of Varrock's stray dogs (or to your pet stray dog if you have one).	Use some bones on one of Varrock's stray dogs (or to your pet stray dog if you have one).	N/A	10	69.8%
98	Misthalin: Varrock	Claim a free clue scroll from Zaida at the Grand Exchange.	Claim a free clue scroll from Zaida at the Grand Exchange.	N/A	10	69.1%
99	Misthalin: Fort Forinthry	Give Bill a beer in Fort Forinthry.	Give Bill a beer in Fort Forinthry.	A beer	10	29.1%
100	Misthalin: Varrock	Complete the Archaeology tutorial.	Complete the Archaeology tutorial.	1 Archaeology	10	72.2%
101	Misthalin: Fort Forinthry	Make a plank yourself on the sawmill in Fort Forinthry.	Make a plank yourself on the sawmill in Fort Forinthry.	1 Construction	10	45%
102	Misthalin: Varrock	Mine some iron ore in the mining spot south-west of Varrock.	Mine some iron ore in the mining spot south-west of Varrock.	10 Mining	10	78.3%
103	Misthalin: Varrock	Steal from the Varrock tea stall.	Steal from the Varrock tea stall.	5 Thieving	10	69.2%
104	Misthalin: Varrock	Pan in the river at the Digsite.	This can only be completed after the point during The Dig Site quest where the panning guide teaches you how to pan for gold. You can then use the panning point. If you complete the quest without completing this achievement the task will be completed by attempting to pan with a panning tray in your inventory.	Partial completion of The Dig Site	10	12.6%
184	Misthalin: Draynor Village	Harvest a memory from a pale wisp.	Harvest a pale memory from a pale wisp.	1 Divination	10	82.6%
185	Misthalin: Draynor Village	Harvest 10 memories from a pale wisp.	Harvest 10 pale memories from a pale wisp.	1 Divination	10	81.8%
1	Misthalin: Draynor Village	Kill the lesser demon in the Wizards' Tower.	Kill the lesser demon in the Wizards' Tower.	Cannot be attacked with short-range melee	30	57.7%
6	Misthalin: Draynor Village	Hunt a yellow wizard in the RuneSpan and give them some items.	Hunt a yellow wizard in the Runespan and give them some items.	1 Runecrafting	30	28.3%
7	Misthalin: Draynor Village	Use the Rune Goldberg Machine to create Vis wax.	Use the Rune Goldberg Machine to create vis wax.	50 Runecrafting	30	19.5%
8	Misthalin: Draynor Village	Siphon from a nature esshound in the Runespan.	Siphon from a nature esshound in the Runespan.	44 Runecrafting	30	28.4%
9	Misthalin: Draynor Village	Siphon Rune dust from a RuneSphere in the RuneSpan.	Siphon rune dust from a Runesphere in the RuneSpan.	1 Runecrafting	30	11.2%
17	Misthalin: Edgeville	Fully complete the Stronghold of Player Safety.	Fully complete the Stronghold of Player Safety by pulling an old lever on the upper floor and then opening the treasure chest in the secure sector.	N/A	30	38.1%
23	Misthalin: Fort Forinthry	Complete the quest: New Foundations.	Complete New Foundations.	Quest: New Foundations	30	35.7%
26	Misthalin: Lumbridge	Complete the task set: Beginner Lumbridge.	Given by Explorer Jack in Lumbridge for completing all Beginner Tasks in Lumbridge.	Achievement: Beginner Lumbridge & Draynor	30	46.6%
34	Misthalin: Draynor Village	Complete the quest: Duck Quest.	Complete Duck Quest.	Quest: Duck Quest	30	26.3%
42	Misthalin: Lumbridge	Complete the task set: Easy Lumbridge.	Given by Bob, the axe seller in Lumbridge, for completing all Easy Tasks in Lumbridge.	Achievement: Easy Lumbridge & Draynor	30	20.1%
43	Misthalin: Lumbridge	Complete the task set: Medium Lumbridge.	Given by Ned in Draynor Village for completing all Medium Tasks in Lumbridge.	Achievement: Medium Lumbridge & Draynor	30	6%
44	Misthalin: Lumbridge	Drink from the Tears of Guthix.	Drink from the Tears of Guthix.	Completion of Tears of Guthix quest	30	3.9%
45	Misthalin: Lumbridge	Complete world 25 in Shattered Worlds.	Reach world 25 in Shattered Worlds.	N/A	30	10.5%
46	Misthalin: Lumbridge	Catch 20 implings in Puro-Puro.	Catch 20 implings in Puro-Puro.	17 Hunter	30	5.8%
47	Misthalin: Lumbridge	Complete the quest: Sheep Shearer (miniquest).	Complete Sheep Shearer miniquest.	Quest: Sheep Shearer (miniquest)	30	61.6%
48	Misthalin: Lumbridge	Cut a willow tree east of Lumbridge Castle.	Cut the willow tree east of Lumbridge Castle, by the bridge across the River Lum.	20 Woodcutting	30	64%
49	Misthalin: Lumbridge	Craft 50 Water Runes.	Craft 50 water runes.	5 Runecrafting	30	43.2%
50	Misthalin: Lumbridge	Pickpocket a H.A.M. member.	Pickpocket a H.A.M. member.	15 Thieving	30	60.3%
51	Misthalin: Lumbridge	Churn some butter.	Make a pat of butter by using a bucket of milk at a dairy churn	38 Cooking	30	24.5%
52	Misthalin: Lumbridge	Craft 50 cosmic runes.	Craft 50 cosmic runes.	27 Runecrafting	30	7.6%
53	Misthalin: Lumbridge	Steal a lantern from a cave goblin.	Steal a lantern from a cave goblin (only the ones in Dorgesh-Kaan have the lantern as a possible loot from pickpocketting).	36 Thieving	30	0.7%
54	Misthalin: Lumbridge	Use the range in Lumbridge Castle to bake a cake.	Use the range in Lumbridge Castle to bake a cake.	40 Cooking	30	20.1%
68	Misthalin: City of Um	Have either a Putrid Zombie or Vengeful Ghost conjured while fighting the matching creature.	Have either a Putrid Zombie or Vengeful Ghost conjured while fighting the matching creature.	40 Necromancy	30	9.7%
69	Misthalin: City of Um	Learn how to craft moonstone jewellery.	Learn how to craft moonstone jewellery.	50 Necromancy	30	3.7%
70	Misthalin: City of Um	Disgruntle an inhabitant of Um by wearing a bedsheet.	Disgruntle an inhabitant of Um by wearing a bedsheet, see Poor Imitation for NPCs which can be disgruntled.	Completion of Ghosts Ahoy quest, bedsheet	30	3.1%
71	Misthalin: City of Um	Upgrade a piece of Death Skull or Deathwarden equipment to tier 50.	Upgrade a piece of Death Skull or Deathwarden equipment to tier 50.	20 Necromancy	30	12.8%
72	Misthalin: City of Um	Complete a communion ritual using a memento.	Complete a communion ritual using a memento.	5 Necromancy	30	28.5%
73	Misthalin: City of Um	Conjure a Phantom Guardian at the City of Um ritual site.	Conjure a Phantom Guardian at the Um ritual site.	70 Necromancy	30	4.2%
74	Misthalin: City of Um	Complete the task set: Easy Underworld.	Complete the Easy Underworld achievements.	Achievement: Easy City of Um	30	19.4%
84	Misthalin: City of Um	Complete the task set: Medium Underworld.	Complete the Medium Underworld achievements.	Achievement: Medium City of Um	30	4.7%
105	Misthalin: Varrock	Complete the task set: Easy Varrock.	Given by Rat Burgiss south of Varrock for completing all Easy Tasks in Varrock.	Achievement: Easy Varrock	30	3.4%
106	Misthalin: Varrock	Complete the task set: Medium Varrock.	Given by Reldo in Varrock Palace's library for completing all Medium Tasks in Varrock.	Achievement: Medium Varrock	30	<0.1%
107	Misthalin: Edgeville	Browse through Oziach's Armour Shop.	Browse through Oziach's Armour Shop.	Completion of Dragon Slayer quest	30	20.4%
108	Misthalin: Varrock	Enter the Cooks' Guild.	Enter the Cooks' Guild.	32 Cooking	30	37.9%
109	Misthalin: Varrock	Complete the quest: Demon Slayer.	Complete Demon Slayer.	Quest: Demon Slayer	30	41.2%
110	Misthalin: Varrock	Complete the quest: Vampyre Slayer.	Complete Vampyre Slayer.	Quest: Vampyre Slayer	30	45.4%
111	Misthalin: Varrock	Mine 50 pure essence.	Mine 50 pure essence.	30 Mining	30	66.4%
112	Misthalin: Varrock	Pickpocket a guard in Varrock Palace's courtyard.	Pickpocket a Varrock guard.	40 Thieving	30	30.2%
113	Misthalin: Varrock	Gather and convert 50 bright memories.	Gather and convert 50 bright memories.	20 Divination	30	44.2%
10	Misthalin: Draynor Village	Siphon from a death esswraith in the RuneSpan.	Siphon from a death esswraith in the RuneSpan.	66 Runecrafting	80	3.4%
12	Misthalin: Draynor Village	Obtain the Massive Pouch from the RuneSpan.	Obtain the massive pouch from the RuneSpan.	90 Runecrafting	80	<0.1%
14	Misthalin: Draynor Village	Equip the full Master Runecrafter skilling outfit.	Equip the full master runecrafter robes set.	50 Runecrafting	80	<0.1%
18	Misthalin: Edgeville	Complete the task set: Hard Varrock.	Complete all of the Hard Varrock achievements and claim rewards from Vannaka in Edgeville.	Achievement: Hard Varrock	80	<0.1%
19	Misthalin: Edgeville	Make a waka canoe near Edgeville.	Make a waka canoe near Edgeville.	57 Woodcutting	80	12.6%
20	Misthalin: Edgeville	Chop down the Edgeville elder tree.	Chop down the Edgeville elder tree.	90 Woodcutting	80	0.1%
24	Misthalin: Fort Forinthry	Upgrade the workshop in Fort Forinthry to Tier 3.	Upgrade the workshop in Fort Forinthry to tier 3.	75 Construction	80	0.1%
31	Misthalin: Lumbridge	Enter Zanaris via Lumbridge Swamp.	Enter Zanaris via Lumbridge Swamp.	Partial completion of Lost City	80	16.8%
55	Misthalin: Lumbridge	Complete the task set: Hard Lumbridge.	Complete all Hard Tasks in Lumbridge and claim rewards from Ned in Draynor Village.	Achievement: Hard Lumbridge & Draynor	80	0.6%
56	Misthalin: Lumbridge	Unlock the Bladed Dive ability from Shattered Worlds.	Unlock the Bladed Dive ability from Shattered Worlds.	63,000,000 shattered anima	80	0.1%
57	Misthalin: Lumbridge	Smith a mithril platebody on the anvil in the jailhouse sewers.	Smith a mithril platebody on the anvil in Draynor Sewers.	30 Smithing	80	37.4%
58	Misthalin: Lumbridge	Fully grow a magic tree in Lumbridge.	Fully grow a magic tree in Lumbridge.	75 Farming	80	0.6%
75	Misthalin: City of Um	Defeat Hermod, the Spirit of War.	Defeat Hermod, the Spirit of War once.	Completion of The Spirit of War	80	<0.1%
76	Misthalin: City of Um	Defeat Hermod, the Spirit of War. (100 times)	Defeat Hermod, the Spirit of War 100 times.	Completion of The Spirit of War	80	<0.1%
77	Misthalin: City of Um	Rest whilst listening to the Dead Beats in the City of Um.	Rest whilst listening to the Dead Beats in the City of Um.	Completion of That Old Black Magic	80	<0.1%
78	Misthalin: City of Um	Smelt a necronium bar at the smithy in the City of Um.	Smelt a necronium bar at the smithy in the City of Um.	70 Smithing	80	4%
79	Misthalin: City of Um	Create a passing bracelet, performing each step in the City of Um.	Create a passing bracelet, performing each step in the City of Um.	60 Necromancy, 79 Crafting, 68 Magic	80	0.1%
80	Misthalin: City of Um	Catch a ghostly impling while wearing a full set of ghostly robes.	Catch a ghostly impling while wearing a full set of ghostly robes.	68 Hunter	80	<0.1%
81	Misthalin: City of Um	Upgrade a set of Death Skull equipment to tier 70.	Upgrade a set of Death Skull equipment to tier 70.	70 Necromancy	80	2.1%
82	Misthalin: City of Um	Complete a Powerful Communion ritual.	Complete a powerful communion ritual.	90 Necromancy	80	0.2%
83	Misthalin: City of Um	Conjure an undead army at the City of Um ritual site.	Conjure an undead army at the City of Um ritual site.	99 Necromancy	80	0.2%
114	Misthalin: Varrock	Obtain a new set of Family Crest gauntlets from Dimintheis.	Obtain a new set of family gauntlets from Dimintheis.	Completion of Family Crest	80	0.3%
115	Misthalin: Varrock	Talk to Romily Weaklax and give him a wild pie.	Talk to Romily Weaklax and give him a wild pie.	85 Cooking	80	<0.1%
116	Misthalin: Varrock	Harness the power of three relics at once.	Activate 3 Archaeology relics at once	25 Archaeology	80	1.1%
117	Misthalin: Varrock	Mine 50 Dark Animica from the Empty Throne Room.	Mine 50 dark animica from the Empty Throne Room.	90 Mining	80	5%
118	Misthalin: Varrock	Defeat Kerapac, the bound.	Defeat Kerapac, the bound once.	N/A	80	1.7%
120	Misthalin: Varrock	Defeat the Arch-Glacor.	Defeat the Arch-Glacor.	N/A	80	11.7%
762	Misthalin: City of Um	Defeat Nakatra, Devourer Eternal.	Defeat Nakatra, Devourer Eternal.	Completion of Soul Searching	80	0.1%
764	Misthalin: City of Um	Cleanse the Gate of Elidinis.	Cleanse the Gate of Elidinis.	Completion of Ode of the Devourer	80	10%
766	Misthalin: City of Um	Complete the task set: Hard Underworld.	Complete the Hard Underworld achievements.	Achievement: Hard City of Um	80	<0.1%
11	Misthalin: Draynor Village	Navigate the RuneSpan using a Greater Conjuration Platorm.	Navigate the RuneSpan using a greater conjuration platform.	81 Runecrafting	150	<0.1%
13	Misthalin: Draynor Village	Obtain the Greater Runic Staff from the RuneSpan.	Obtain the greater runic staff from the RuneSpan.	75 Runecrafting	150	<0.1%
21	Misthalin: Edgeville	Complete the task set: Elite Varrock.	Given by Vannaka in Edgeville for completing all of the Elite Varrock achievements.	Achievement: Elite Varrock	150	<0.1%
25	Misthalin: Fort Forinthry	Upgrade the guardhouse in Fort Forinthry to Tier 3.	Upgrade the guardhouse in Fort Forinthry to tier 3.	77 Construction	150	<0.1%
59	Misthalin: Lumbridge	Defeat 150 tormented demons.	Defeat 150 tormented demons.	Completion of While Guthix Sleeps	150	<0.1%
60	Misthalin: Lumbridge	Equip a dragon crossbow.	Equip a dragon crossbow.	64 Ranged	150	<0.1%
85	Misthalin: City of Um	Defeat Rasial, the First Necromancer.	Defeat Rasial, the First Necromancer once.	Completion of all Necromancy quests	150	<0.1%
86	Misthalin: City of Um	Defeat Rasial, the First Necromancer. (100 times)	Defeat Rasial, the First Necromancer 100 times.	Completion of all Necromancy quests	150	<0.1%
87	Misthalin: City of Um	Equip an Omni guard.	Equip an omni guard.	95 Necromancy	150	<0.1%
88	Misthalin: City of Um	Equip a Soulbound lantern.	Equip a soulbound lantern	95 Necromancy	150	<0.1%
89	Misthalin: City of Um	Equip a full set of Robes of the First Necromancer.	Equip a full set of First Necromancer's equipment.	95 Defence	150	<0.1%
90	Misthalin: City of Um	Give a blueberry pie to Thalmund in the City of Um.	Give a blueberry pie to Thalmund in the City of Um.	30 Cooking	150	<0.1%
91	Misthalin: City of Um	Track 8 of the owls in the City of Um.	Track 8 of the owls in the City of Um. See Birds of Prey for details.	Completion of all Necromancy quests	150	<0.1%
92	Misthalin: Varrock	Defeat Croesus.	Defeat Croesus 1 time.	88 Woodcutting, 88 Mining, 88 Fishing, 88 Hunter	150	<0.1%
93	Misthalin: Varrock	Defeat Croesus. (100 times)	Defeat Croesus 100 times.	88 Woodcutting, 88 Mining, 88 Fishing, 88 Hunter	150	<0.1%
119	Misthalin: Varrock	Defeat Kerapac, the bound. (100 times)	Defeat Kerapac, the bound 100 times.	N/A	150	<0.1%
121	Misthalin: Varrock	Defeat the Arch-Glacor in hard mode. (100 times)	Defeat the Arch-Glacor in hard mode 100 times.	N/A	150	<0.1%
124	Misthalin: Varrock	Equip either a Dark Shard of Leng or a Dark Sliver of Leng.	Equip either a Dark Shard of Leng or a Dark Sliver of Leng.	92 Attack	150	<0.1%
125	Misthalin: Varrock	Craft 100 earth runes simultaneously without aid from an explorer's ring, pouches or familiars.	Craft 100 earth runes simultaneously without aid from an explorer's ring, Runecrafting pouches or familiars.	99 Runecrafting	150	<0.1%
126	Misthalin: Varrock	Bake a summer pie in the Cooking Guild from scratch.	Bake a summer pie in the Cooking Guild from scratch.	95 Cooking	150	<0.1%
758	Misthalin: Varrock	Defeat TzKal-Zuk.	Defeat TzKal-Zuk once.	N/A	150	<0.1%
759	Misthalin: Varrock	Defeat TzKal-Zuk. (10 times)	Defeat TzKal-Zuk 10 times.	N/A	150	<0.1%
760	Misthalin: City of Um	Craft a soul rune at the soul altar with a soul cape equipped.	Craft a soul rune at the soul altar with a soul cape equipped.	90 Runecrafting	150	<0.1%
761	Misthalin: City of Um	Upgrade a set of Death Skull equipment to tier 90.	Upgrade a set of Death Skull equipment to tier 90.	90 Necromancy	150	<0.1%
763	Misthalin: City of Um	Defeat Nakatra, Devourer Eternal. (100 times)	Defeat Nakatra, Devourer Eternal 100 times.	Completion of Soul Searching	150	<0.1%
765	Misthalin: City of Um	Cleanse the Gate of Elidinis. (100 times)	Cleanse The Gate of Elidinis 100 times.	Completion of Ode of the Devourer	150	<0.1%
769	Misthalin: City of Um	Complete the task set: Elite Underworld.	Complete the Elite Underworld achievements.	Achievement: Elite City of Um	150	<0.1%
1114	Misthalin: Fort Forinthry	Defeat Zemouregal & Vorkath.	Defeat Zemouregal & Vorkath.	N/A	150	<0.1%
1115	Misthalin: Fort Forinthry	Defeat Zemouregal & Vorkath. (100 times)	Defeat Zemouregal & Vorkath 100 times.	N/A	150	<0.1%
122	Misthalin: Varrock	Equip an Ek-ZekKil.	Equip an Ek-ZekKil.	95 Melee	150	<0.1%
123	Misthalin: Varrock	Equip a Fractured Staff of Armadyl.	Equip a Fractured Staff of Armadyl.	95 Magic	150	<0.1%
767	Misthalin: City of Um	Complete all Sanctum of Rebirth combat achievements.	Complete all Sanctum of Rebirth combat achievements.	Achievement: Sanctum of Rebirth	150	<0.1%
